Date,stock,Open,High,Low,Close,Adj Close,Volume
2023-02-06,MSFT,145.391,146.3704,144.5837,145.44,145.44,1496740
2023-02-07,MSFT,145.44,145.9105,143.4199,144.3446,144.3446,35478711
2023-02-08,MSFT,144.3446,147.0615,144.3078,146.7957,146.7957,47489847
2023-02-09,MSFT,146.7957,147.37,145.5246,146.6639,146.6639,39656517
2023-02-10,MSFT,146.6639,151.686,146.4917,151.0085,151.0085,8432595
2023-02-13,MSFT,151.0085,154.1897,149.4997,152.8857,152.8857,45836990
2023-02-14,MSFT,152.8857,153.1103,152.4453,152.9446,152.9446,49710433
2023-02-15,MSFT,152.9446,157.125,152.597,156.7849,156.7849,40095393
2023-02-16,MSFT,156.7849,156.912,155.9082,156.0138,156.0138,1274372
2023-02-17,MSFT,156.0138,160.2263,155.9728,160.0345,160.0345,36108320
2023-02-20,MSFT,160.0345,162.8601,158.7346,161.7548,161.7548,22160552
2023-02-21,MSFT,161.7548,162.7142,161.6306,162.2482,162.2482,33309314
2023-02-22,MSFT,162.2482,163.0598,162.1365,163.0123,163.0123,28953666
2023-02-23,MSFT,163.0123,164.3587,162.8147,164.1174,164.1174,41640167
2023-02-24,MSFT,164.1174,171.8186,163.0839,170.7901,170.7901,17288341
2023-02-27,MSFT,170.7901,170.8783,167.584,168.338,168.338,4678788
2023-02-28,MSFT,168.338,169.2187,167.7555,168.7724,168.7724,3466946
2023-03-01,MSFT,168.7724,168.7893,166.8224,168.1544,168.1544,44553472
2023-03-02,MSFT,168.1544,168.7968,165.1226,165.3254,165.3254,4365221
2023-03-03,MSFT,165.3254,168.3754,164.0991,166.8408,166.8408,34663394
2023-03-06,MSFT,166.8408,167.8624,158.4292,159.8869,159.8869,40218474
2023-03-07,MSFT,159.8869,162.6288,159.0483,161.9095,161.9095,31196839
2023-03-08,MSFT,161.9095,162.4724,154.9748,156.3887,156.3887,3689245
2023-03-09,MSFT,156.3887,156.4902,155.193,155.9037,155.9037,27339334
2023-03-10,MSFT,155.9037,158.8712,154.9358,157.729,157.729,36444255
2023-03-13,MSFT,157.729,158.9868,154.3583,154.4103,154.4103,22051825
2023-03-14,MSFT,154.4103,159.7986,153.7941,158.8287,158.8287,19750119
2023-03-15,MSFT,158.8287,160.3314,158.4813,159.1171,159.1171,4616609
2023-03-16,MSFT,159.1171,159.1573,157.6052,158.64,158.64,38370872
2023-03-17,MSFT,158.64,158.9622,158.1922,158.6488,158.6488,7488837
2023-03-20,MSFT,158.6488,159.2441,154.1486,155.3122,155.3122,34658014
2023-03-21,MSFT,155.3122,155.8592,152.912,154.8309,154.8309,6049574
2023-03-22,MSFT,154.8309,155.2036,154.3164,154.4562,154.4562,15087318
2023-03-23,MSFT,154.4562,156.0964,152.6005,153.3074,153.3074,33033443
2023-03-24,MSFT,153.3074,154.048,151.4641,152.5855,152.5855,10335466
2023-03-27,MSFT,152.5855,154.333,152.4305,153.0979,153.0979,14013398
2023-03-28,MSFT,153.0979,153.6559,152.4365,153.6149,153.6149,30992030
2023-03-29,MSFT,153.6149,157.3271,153.1961,155.0129,155.0129,15166841
2023-03-30,MSFT,155.0129,155.159,151.3954,151.7071,151.7071,36327146
2023-03-31,MSFT,151.7071,152.2416,147.4087,147.9735,147.9735,14138059
2023-04-03,MSFT,147.9735,148.6981,145.2985,146.0477,146.0477,1193352
2023-04-04,MSFT,146.0477,146.825,142.6191,142.737,142.737,42600908
2023-04-05,MSFT,142.737,142.8417,138.6532,139.0799,139.0799,32966626
2023-04-06,MSFT,139.0799,139.4267,136.2312,136.2919,136.2919,39458022
2023-04-07,MSFT,136.2919,139.5592,136.0557,138.0392,138.0392,21977560
2023-04-10,MSFT,138.0392,142.4104,137.7701,141.3924,141.3924,2109801
2023-04-11,MSFT,141.3924,141.6065,139.6631,140.0439,140.0439,2798897
2023-04-12,MSFT,140.0439,140.5743,136.8726,138.3482,138.3482,7366760
2023-04-13,MSFT,138.3482,139.2784,135.0319,135.5582,135.5582,13864421
2023-04-14,MSFT,135.5582,136.1525,135.0754,135.4368,135.4368,38705964
2023-04-17,MSFT,135.4368,135.9328,134.8443,135.1152,135.1152,3163112
2023-04-18,MSFT,135.1152,136.4591,132.6251,132.6891,132.6891,21679705
2023-04-19,MSFT,132.6891,134.357,132.3329,133.9254,133.9254,25417867
2023-04-20,MSFT,133.9254,134.082,131.0864,131.8122,131.8122,46296696
2023-04-21,MSFT,131.8122,131.9146,129.7664,130.091,130.091,2538189
2023-04-24,MSFT,130.091,133.5325,129.6721,133.2968,133.2968,18000617
2023-04-25,MSFT,133.2968,133.9388,130.2815,130.9914,130.9914,35085267
2023-04-26,MSFT,130.9914,131.5124,128.1877,128.3739,128.3739,28750524
2023-04-27,MSFT,128.3739,129.6932,122.8296,123.3813,123.3813,25977709
2023-04-28,MSFT,123.3813,128.1002,122.8801,127.1786,127.1786,47998195
2023-05-01,MSFT,127.1786,128.5736,126.4963,127.8695,127.8695,25006844
2023-05-02,MSFT,127.8695,128.3665,124.7914,125.2369,125.2369,5173486
2023-05-03,MSFT,125.2369,125.3739,123.1497,123.9488,123.9488,42070184
2023-05-04,MSFT,123.9488,124.2703,123.0395,123.3259,123.3259,25729416
2023-05-05,MSFT,123.3259,125.6867,122.7102,125.1592,125.1592,5467307
2023-05-08,MSFT,125.1592,125.3624,124.6334,125.0765,125.0765,23726593
2023-05-09,MSFT,125.0765,128.5426,124.9673,128.3453,128.3453,22040224
2023-05-10,MSFT,128.3453,129.915,127.0063,127.8404,127.8404,35958303
2023-05-11,MSFT,127.8404,127.9774,127.2229,127.3158,127.3158,13021089
2023-05-12,MSFT,127.3158,127.5951,125.0619,125.9766,125.9766,10052093
2023-05-15,MSFT,125.9766,126.2809,123.5743,123.8448,123.8448,4656851
2023-05-16,MSFT,123.8448,128.1962,123.26,127.5573,127.5573,41145075
2023-05-17,MSFT,127.5573,128.4832,126.513,127.0095,127.0095,2265032
2023-05-18,MSFT,127.0095,128.7677,126.8756,127.945,127.945,35114376
2023-05-19,MSFT,127.945,128.8434,127.0045,128.2713,128.2713,14152639
2023-05-22,MSFT,128.2713,129.7009,127.5924,129.6876,129.6876,14171598
2023-05-23,MSFT,129.6876,130.6263,128.3384,129.4221,129.4221,17390782
2023-05-24,MSFT,129.4221,131.3884,129.3943,130.112,130.112,6552378
2023-05-25,MSFT,130.112,130.4468,128.7936,129.2313,129.2313,40004803
2023-05-26,MSFT,129.2313,130.063,124.8353,125.2371,125.2371,17594553
2023-05-29,MSFT,125.2371,125.365,121.9357,123.0204,123.0204,36403912
2023-05-30,MSFT,123.0204,127.9378,122.8024,126.8841,126.8841,16874561
2023-05-31,MSFT,126.8841,128.9497,126.4802,128.7651,128.7651,42451501
2023-06-01,MSFT,128.7651,129.213,127.7258,128.9053,128.9053,44154679
2023-06-02,MSFT,128.9053,131.9366,128.8623,130.2005,130.2005,24948284
2023-06-05,MSFT,130.2005,135.1593,128.998,134.269,134.269,19363747
2023-06-06,MSFT,134.269,135.4177,131.6881,131.8491,131.8491,10030066
2023-06-07,MSFT,131.8491,131.8716,128.6315,130.3306,130.3306,42406517
2023-06-08,MSFT,130.3306,130.9532,129.0655,130.4018,130.4018,37567416
2023-06-09,MSFT,130.4018,131.0602,128.7153,129.6563,129.6563,49788208
2023-06-12,MSFT,129.6563,130.8971,129.5071,129.7846,129.7846,45374039
2023-06-13,MSFT,129.7846,130.3394,128.5921,129.4505,129.4505,25615852
2023-06-14,MSFT,129.4505,130.6283,129.1556,130.4842,130.4842,25247579
2023-06-15,MSFT,130.4842,131.0377,129.8515,130.2123,130.2123,44297948
2023-06-16,MSFT,130.2123,130.6998,128.1992,128.2868,128.2868,25494201
2023-06-19,MSFT,128.2868,131.7001,128.1937,131.1549,131.1549,46077799
2023-06-20,MSFT,131.1549,132.2242,130.1067,131.0309,131.0309,26482512
2023-06-21,MSFT,131.0309,131.7032,129.1066,129.509,129.509,6978107
2023-06-22,MSFT,129.509,129.914,128.4876,129.2717,129.2717,35400698
2023-06-23,MSFT,129.2717,131.3358,128.7798,131.199,131.199,18748119
2023-06-26,MSFT,131.199,131.633,130.5895,131.1825,131.1825,15508308
2023-06-27,MSFT,131.1825,132.1566,129.613,129.818,129.818,22176910
2023-06-28,MSFT,129.818,131.3111,129.6247,131.2955,131.2955,37902350
2023-06-29,MSFT,131.2955,131.8822,130.8014,131.2363,131.2363,21525117
2023-06-30,MSFT,131.2363,131.824,131.1708,131.2566,131.2566,7695946
2023-07-03,MSFT,131.2566,134.9224,131.1006,134.8169,134.8169,23716732
2023-07-04,MSFT,134.8169,135.5157,131.8036,132.1543,132.1543,8620117
2023-07-05,MSFT,132.1543,134.4281,131.834,134.4059,134.4059,8441387
2023-07-06,MSFT,134.4059,138.3964,133.8326,137.5332,137.5332,10539403
2023-07-07,MSFT,137.5332,138.7804,136.3469,136.5115,136.5115,20368454
2023-07-10,MSFT,136.5115,138.6774,136.1214,137.9824,137.9824,38169155
2023-07-11,MSFT,137.9824,139.0779,137.1819,138.4366,138.4366,6855683
2023-07-12,MSFT,138.4366,139.1174,135.7393,136.1225,136.1225,44023434
2023-07-13,MSFT,136.1225,137.3174,135.6812,137.0967,137.0967,45755440
2023-07-14,MSFT,137.0967,137.3906,133.9758,134.738,134.738,2103423
2023-07-17,MSFT,134.738,134.8746,134.3267,134.578,134.578,16515050
2023-07-18,MSFT,134.578,137.7656,134.4954,135.6616,135.6616,6345408
2023-07-19,MSFT,135.6616,136.166,134.3052,135.4192,135.4192,12995410
2023-07-20,MSFT,135.4192,135.8007,129.3554,131.0405,131.0405,29175737
2023-07-21,MSFT,131.0405,133.0276,130.8559,132.264,132.264,13233871
2023-07-24,MSFT,132.264,135.3537,132.2149,134.7099,134.7099,34814729
2023-07-25,MSFT,134.7099,135.0779,131.9885,132.9766,132.9766,22538279
2023-07-26,MSFT,132.9766,133.738,130.6271,131.8612,131.8612,14403916
2023-07-27,MSFT,131.8612,131.935,128.7521,129.3862,129.3862,46132157
2023-07-28,MSFT,129.3862,132.9095,129.2323,132.4343,132.4343,12023444
2023-07-31,MSFT,132.4343,133.0904,128.9233,130.2897,130.2897,39366899
2023-08-01,MSFT,130.2897,131.1137,128.6755,129.6132,129.6132,43445854
2023-08-02,MSFT,129.6132,131.5133,129.5625,130.715,130.715,13748587
2023-08-03,MSFT,130.715,135.4747,130.6745,134.1676,134.1676,21757787
2023-08-04,MSFT,134.1676,134.7848,132.446,133.0962,133.0962,1211919
2023-08-07,MSFT,133.0962,133.1645,132.2585,132.5919,132.5919,48726693
2023-08-08,MSFT,132.5919,134.8558,132.5113,133.1485,133.1485,33073039
2023-08-09,MSFT,133.1485,135.3383,132.1903,135.1763,135.1763,33574959
2023-08-10,MSFT,135.1763,135.6786,133.9707,135.5103,135.5103,9995630
2023-08-11,MSFT,135.5103,135.7673,130.8813,131.7789,131.7789,19330444
2023-08-14,MSFT,131.7789,134.2811,131.618,134.2608,134.2608,10746753
2023-08-15,MSFT,134.2608,136.0591,133.5993,135.514,135.514,2995929
2023-08-16,MSFT,135.514,138.1741,135.3548,137.9295,137.9295,39220543
2023-08-17,MSFT,137.9295,138.2122,137.3662,137.948,137.948,9789149
2023-08-18,MSFT,137.948,142.6443,136.8748,142.2321,142.2321,17681447
2023-08-21,MSFT,142.2321,144.4825,141.4165,143.9541,143.9541,15894052
2023-08-22,MSFT,143.9541,144.7283,140.8266,142.1389,142.1389,14288415
2023-08-23,MSFT,142.1389,142.5851,141.8927,142.2129,142.2129,2293396
2023-08-24,MSFT,142.2129,146.5961,141.543,145.8637,145.8637,25564636
2023-08-25,MSFT,145.8637,148.7911,145.5352,147.2302,147.2302,22985649
2023-08-28,MSFT,147.2302,147.9963,147.1247,147.509,147.509,10090621
2023-08-29,MSFT,147.509,149.2656,147.4666,149.0246,149.0246,13087411
2023-08-30,MSFT,149.0246,149.6913,147.6129,148.152,148.152,3108247
2023-08-31,MSFT,148.152,150.838,147.0516,149.2896,149.2896,36359455
2023-09-01,MSFT,149.2896,149.6902,145.6116,145.9191,145.9191,7804330
2023-09-04,MSFT,145.9191,146.2002,142.8489,142.8561,142.8561,19668244
2023-09-05,MSFT,142.8561,147.1442,142.0218,146.9582,146.9582,6353911
2023-09-06,MSFT,146.9582,147.4884,143.908,144.6921,144.6921,6788185
2023-09-07,MSFT,144.6921,144.7095,141.629,142.6141,142.6141,37879866
2023-09-08,MSFT,142.6141,144.7186,142.4366,144.4045,144.4045,45018772
2023-09-11,MSFT,144.4045,144.8726,140.7094,141.9573,141.9573,47023227
2023-09-12,MSFT,141.9573,142.1807,138.7062,139.823,139.823,38123104
2023-09-13,MSFT,139.823,140.774,137.5979,137.696,137.696,17839821
2023-09-14,MSFT,137.696,137.7207,137.0584,137.499,137.499,24471904
2023-09-15,MSFT,137.499,137.6399,131.9545,131.9869,131.9869,37477928
2023-09-18,MSFT,131.9869,134.6557,131.1671,133.8967,133.8967,34955785
2023-09-19,MSFT,133.8967,134.5023,133.2385,133.3699,133.3699,27959879
2023-09-20,MSFT,133.3699,136.6801,133.2328,136.4477,136.4477,1853827
2023-09-21,MSFT,136.4477,139.0467,135.9131,138.291,138.291,6380855
2023-09-22,MSFT,138.291,139.6706,137.4342,139.5537,139.5537,11834610
2023-09-25,MSFT,139.5537,139.5769,138.1638,139.3634,139.3634,9909049
2023-09-26,MSFT,139.3634,139.6794,138.3269,139.3463,139.3463,49279500
2023-09-27,MSFT,139.3463,141.2418,139.122,141.0193,141.0193,17637754
2023-09-28,MSFT,141.0193,141.4878,140.8825,140.9734,140.9734,14393643
2023-09-29,MSFT,140.9734,141.8003,140.3363,141.5347,141.5347,19153840
2023-10-02,MSFT,141.5347,143.7921,140.9998,143.5938,143.5938,10877886
2023-10-03,MSFT,143.5938,144.65,143.1108,143.7617,143.7617,23126991
2023-10-04,MSFT,143.7617,150.4428,143.2505,149.3545,149.3545,13882789
2023-10-05,MSFT,149.3545,150.0354,148.605,149.9127,149.9127,30112383
2023-10-06,MSFT,149.9127,149.9485,146.393,147.9506,147.9506,11098601
2023-10-09,MSFT,147.9506,148.1338,146.5846,146.7426,146.7426,9457773
2023-10-10,MSFT,146.7426,148.0075,145.5076,145.9909,145.9909,16257754
2023-10-11,MSFT,145.9909,146.0408,144.7434,144.7639,144.7639,7527939
2023-10-12,MSFT,144.7639,145.4954,142.7934,143.0938,143.0938,30389203
2023-10-13,MSFT,143.0938,143.1246,140.6611,140.7441,140.7441,41446194
2023-10-16,MSFT,140.7441,141.3549,140.3408,140.6581,140.6581,42629677
2023-10-17,MSFT,140.6581,146.272,139.6391,145.3627,145.3627,1542450
2023-10-18,MSFT,145.3627,147.1357,144.655,147.0158,147.0158,19007908
2023-10-19,MSFT,147.0158,147.095,145.3104,145.7825,145.7825,49814642
2023-10-20,MSFT,145.7825,146.2833,144.0586,144.357,144.357,44693388
2023-10-23,MSFT,144.357,145.7482,143.0104,144.0588,144.0588,11911859
2023-10-24,MSFT,144.0588,144.3573,141.9952,142.1508,142.1508,18328372
2023-10-25,MSFT,142.1508,144.5264,141.7184,143.756,143.756,28339696
2023-10-26,MSFT,143.756,145.0008,143.0951,144.2081,144.2081,2238260
2023-10-27,MSFT,144.2081,148.6812,143.9987,146.9576,146.9576,14692558
2023-10-30,MSFT,146.9576,147.8046,145.1342,146.2835,146.2835,24529281
2023-10-31,MSFT,146.2835,150.2549,145.4488,149.38,149.38,48982280
2023-11-01,MSFT,149.38,149.6176,147.6951,148.855,148.855,22052365
2023-11-02,MSFT,148.855,151.1645,148.5324,150.372,150.372,8709882
2023-11-03,MSFT,150.372,150.3949,149.0143,150.2827,150.2827,31643312
2023-11-06,MSFT,150.2827,150.2869,147.3215,148.1255,148.1255,37254836
2023-11-07,MSFT,148.1255,148.2189,147.0664,147.5516,147.5516,4462411
2023-11-08,MSFT,147.5516,149.1178,147.2172,148.9418,148.9418,7336153
2023-11-09,MSFT,148.9418,148.9474,147.2787,148.5715,148.5715,33601459
2023-11-10,MSFT,148.5715,149.5086,147.1303,147.5664,147.5664,40502207
2023-11-13,MSFT,147.5664,150.9154,147.2924,150.1563,150.1563,45909443
2023-11-14,MSFT,150.1563,151.0964,147.463,148.568,148.568,30245063
2023-11-15,MSFT,148.568,148.9084,145.9538,146.0094,146.0094,48026345
2023-11-16,MSFT,146.0094,147.1796,141.8071,142.1551,142.1551,5648239
2023-11-17,MSFT,142.1551,142.4727,137.8873,137.9992,137.9992,22402618
2023-11-20,MSFT,137.9992,138.2515,137.1243,137.7058,137.7058,14278190
2023-11-21,MSFT,137.7058,138.7423,137.6798,138.2949,138.2949,14917597
2023-11-22,MSFT,138.2949,142.417,137.4551,141.8593,141.8593,21269353
2023-11-23,MSFT,141.8593,142.2311,140.3945,140.56,140.56,40476864
2023-11-24,MSFT,140.56,141.4497,137.8232,138.4346,138.4346,32501527
2023-11-27,MSFT,138.4346,138.8788,137.6463,137.7999,137.7999,44766446
2023-11-28,MSFT,137.7999,137.9003,134.982,135.0212,135.0212,23769634
2023-11-29,MSFT,135.0212,136.7125,133.3335,136.2843,136.2843,25592582
2023-11-30,MSFT,136.2843,136.3278,135.0132,136.1595,136.1595,36422423
2023-12-01,MSFT,136.1595,137.4057,136.1374,137.3497,137.3497,5659127
2023-12-04,MSFT,137.3497,137.446,135.3925,136.1339,136.1339,23198279
2023-12-05,MSFT,136.1339,139.3042,135.6523,139.0313,139.0313,8020755
2023-12-06,MSFT,139.0313,140.2698,138.6598,140.0942,140.0942,31958275
2023-12-07,MSFT,140.0942,140.3316,138.471,138.7193,138.7193,16583999
2023-12-08,MSFT,138.7193,138.7732,135.8161,135.9392,135.9392,33535697
2023-12-11,MSFT,135.9392,136.0743,134.7774,135.2834,135.2834,34362792
2023-12-12,MSFT,135.2834,136.5691,134.8998,136.405,136.405,21793899
2023-12-13,MSFT,136.405,136.8095,134.2559,134.2691,134.2691,20495765
2023-12-14,MSFT,134.2691,135.1116,133.154,134.4625,134.4625,10420746
2023-12-15,MSFT,134.4625,136.4381,133.8998,136.1152,136.1152,16708535
2023-12-18,MSFT,136.1152,137.9206,135.8409,136.9789,136.9789,25004501
2023-12-19,MSFT,136.9789,137.7129,135.3001,136.536,136.536,5436675
2023-12-20,MSFT,136.536,143.4569,136.4695,141.5416,141.5416,37489867
2023-12-21,MSFT,141.5416,141.729,139.7223,140.0152,140.0152,13797929
2023-12-22,MSFT,140.0152,140.6529,139.6585,139.7788,139.7788,3739855
2023-12-25,MSFT,139.7788,141.6918,138.6283,140.8581,140.8581,7872549
2023-12-26,MSFT,140.8581,140.9549,139.2233,139.5008,139.5008,17623305
2023-12-27,MSFT,139.5008,141.8944,139.0963,140.6477,140.6477,41876862
2023-12-28,MSFT,140.6477,140.9282,137.5428,137.7276,137.7276,19175860
2023-12-29,MSFT,137.7276,138.2918,133.4414,134.1702,134.1702,30345878
2024-01-01,MSFT,134.1702,138.0054,133.8757,137.8343,137.8343,11536062
2024-01-02,MSFT,137.8343,138.2641,134.9502,135.2872,135.2872,15902611
2024-01-03,MSFT,135.2872,135.6023,134.4811,134.7001,134.7001,18371120
2024-01-04,MSFT,134.7001,137.1553,133.5315,136.6189,136.6189,16653728
2024-01-05,MSFT,136.6189,140.6406,136.6182,139.9294,139.9294,22457275
2024-01-08,MSFT,139.9294,140.1698,138.3439,138.9005,138.9005,48571511
2024-01-09,MSFT,138.9005,141.6671,138.7725,141.3809,141.3809,6327134
2024-01-10,MSFT,141.3809,142.0819,138.9215,139.7224,139.7224,44453509
2024-01-11,MSFT,139.7224,141.5861,139.69,140.2455,140.2455,21854049
2024-01-12,MSFT,140.2455,144.2393,139.8352,143.4347,143.4347,38127250
2024-01-15,MSFT,143.4347,146.0975,142.6386,144.4241,144.4241,11290237
2024-01-16,MSFT,144.4241,145.7465,142.7183,143.9614,143.9614,21080086
2024-01-17,MSFT,143.9614,144.1997,142.7598,143.7443,143.7443,18642603
2024-01-18,MSFT,143.7443,145.5191,142.4613,145.0289,145.0289,41777664
2024-01-19,MSFT,145.0289,145.7568,142.7534,143.7369,143.7369,40614021
2024-01-22,MSFT,143.7369,147.4848,142.6731,146.9132,146.9132,4500207
2024-01-23,MSFT,146.9132,147.2989,146.3945,146.6364,146.6364,37736834
2024-01-24,MSFT,146.6364,147.1208,145.9501,145.9614,145.9614,9071467
2024-01-25,MSFT,145.9614,147.5915,145.3788,147.4853,147.4853,39759053
2024-01-26,MSFT,147.4853,148.8599,147.1248,148.8123,148.8123,6296766
2024-01-29,MSFT,148.8123,150.1033,144.9834,146.1133,146.1133,16139507
2024-01-30,MSFT,146.1133,148.3374,145.8939,148.0503,148.0503,3252431
2024-01-31,MSFT,148.0503,148.5185,145.8859,147.2645,147.2645,35630680
2024-02-01,MSFT,147.2645,148.5666,146.1303,147.1592,147.1592,25868263
2024-02-02,MSFT,147.1592,151.7534,146.9649,151.7309,151.7309,27879047
2024-02-05,MSFT,151.7309,152.552,148.4991,149.0731,149.0731,42008511
2024-02-06,MSFT,149.0731,150.2336,145.4678,146.3126,146.3126,44627542
2024-02-07,MSFT,146.3126,147.157,145.1202,146.2433,146.2433,14008105
2024-02-08,MSFT,146.2433,147.5318,143.3544,143.8189,143.8189,15122210
2024-02-09,MSFT,143.8189,144.2668,140.1572,140.6808,140.6808,22411926
2024-02-12,MSFT,140.6808,141.9429,140.635,141.4314,141.4314,20403636
2024-02-13,MSFT,141.4314,145.7601,141.1596,145.5066,145.5066,44665332
2024-02-14,MSFT,145.5066,149.1794,144.7423,148.8243,148.8243,18716926
2024-02-15,MSFT,148.8243,149.2794,148.051,148.5494,148.5494,38101116
2024-02-16,MSFT,148.5494,151.5553,147.9715,150.9824,150.9824,39515779
2024-02-19,MSFT,150.9824,151.2463,149.7519,150.0987,150.0987,49202103
2024-02-20,MSFT,150.0987,150.2845,147.6464,147.679,147.679,31830698
2024-02-21,MSFT,147.679,147.7197,146.3843,146.4825,146.4825,38396054
2024-02-22,MSFT,146.4825,147.219,144.4848,146.1996,146.1996,45440805
2024-02-23,MSFT,146.1996,148.725,145.3428,148.5222,148.5222,26392852
2024-02-26,MSFT,148.5222,148.8187,141.8397,142.8241,142.8241,37360437
2024-02-27,MSFT,142.8241,142.971,141.6623,142.3172,142.3172,41956042
2024-02-28,MSFT,142.3172,143.1806,142.0699,143.1703,143.1703,40766964
2024-02-29,MSFT,143.1703,144.1605,141.9806,142.0541,142.0541,20402742
2024-03-01,MSFT,142.0541,142.5817,140.3281,140.3699,140.3699,36189332
2024-03-04,MSFT,140.3699,140.8137,139.4709,139.6799,139.6799,26028750
2024-03-05,MSFT,139.6799,140.5685,132.4428,133.2625,133.2625,49348886
2024-03-06,MSFT,133.2625,137.0472,132.4012,137.0352,137.0352,49199285
2024-03-07,MSFT,137.0352,137.7488,135.9057,137.0587,137.0587,45084944
2024-03-08,MSFT,137.0587,142.0016,137.0513,141.6629,141.6629,9804072
2024-03-11,MSFT,141.6629,145.0042,141.458,144.9489,144.9489,6032025
2024-03-12,MSFT,144.9489,146.4227,144.8425,145.9951,145.9951,5848737
2024-03-13,MSFT,145.9951,148.4532,145.1492,148.3758,148.3758,48135902
2024-03-14,MSFT,148.3758,148.4768,147.0314,147.9281,147.9281,17229811
2024-03-15,MSFT,147.9281,148.2879,145.9839,145.9847,145.9847,11839848
2024-03-18,MSFT,145.9847,147.4977,145.8162,146.2501,146.2501,47285125
2024-03-19,MSFT,146.2501,146.4145,145.3021,145.4202,145.4202,29617075
2024-03-20,MSFT,145.4202,146.1694,145.119,145.1454,145.1454,7152894
2024-03-21,MSFT,145.1454,145.4172,141.8699,142.8568,142.8568,40700282
2024-03-22,MSFT,142.8568,144.9409,142.2495,144.874,144.874,30988840
2024-03-25,MSFT,144.874,145.7459,143.3087,144.0531,144.0531,15875542
2023-01-03,GOOGL,141.4902,142.4505,138.7158,139.2261,139.2261,38197499
2023-01-04,GOOGL,139.2261,139.7549,136.7743,137.4796,137.4796,40643268
2023-01-05,GOOGL,137.4796,137.5969,135.8795,137.5605,137.5605,11433828
2023-01-06,GOOGL,137.5605,138.0317,134.8795,136.3371,136.3371,14306703
2023-01-09,GOOGL,136.3371,136.9114,132.8469,133.0044,133.0044,45633881
2023-01-10,GOOGL,133.0044,133.8717,131.4115,132.3405,132.3405,34131375
2023-01-11,GOOGL,132.3405,132.473,128.8392,129.5165,129.5165,40586119
2023-01-12,GOOGL,129.5165,130.3899,127.467,127.6138,127.6138,13549697
2023-01-13,GOOGL,127.6138,127.7447,125.2806,126.1647,126.1647,8751212
2023-01-16,GOOGL,126.1647,126.5033,125.2556,126.3833,126.3833,17536521
2023-01-17,GOOGL,126.3833,126.842,125.2095,125.5534,125.5534,30206010
2023-01-18,GOOGL,125.5534,126.0749,124.1138,125.3821,125.3821,44922622
2023-01-19,GOOGL,125.3821,125.6077,124.2424,124.3271,124.3271,15295615
2023-01-20,GOOGL,124.3271,128.4598,123.4677,127.9739,127.9739,47820865
2023-01-23,GOOGL,127.9739,130.5525,126.7896,129.4458,129.4458,22308229
2023-01-24,GOOGL,129.4458,130.9516,129.4191,130.8174,130.8174,15925221
2023-01-25,GOOGL,130.8174,131.2238,129.6857,130.1545,130.1545,28751867
2023-01-26,GOOGL,130.1545,131.2758,125.418,125.5564,125.5564,7662500
2023-01-27,GOOGL,125.5564,127.3359,125.3679,126.4145,126.4145,20636701
2023-01-30,GOOGL,126.4145,127.9298,123.3855,124.0598,124.0598,5649177
2023-01-31,GOOGL,124.0598,125.3359,123.3349,124.4492,124.4492,11280524
2023-02-01,GOOGL,124.4492,128.3321,124.1004,127.1452,127.1452,28365577
2023-02-02,GOOGL,127.1452,129.422,126.1389,128.1601,128.1601,43326578
2023-02-03,GOOGL,128.1601,128.4466,126.3081,127.0846,127.0846,47771718
2023-02-06,GOOGL,127.0846,127.341,124.3156,125.0109,125.0109,2036748
2023-02-07,GOOGL,125.0109,125.7691,123.4411,123.7677,123.7677,46654009
2023-02-08,GOOGL,123.7677,124.5653,123.7465,124.3928,124.3928,13762677
2023-02-09,GOOGL,124.3928,126.6085,123.7433,126.4125,126.4125,27721486
2023-02-10,GOOGL,126.4125,126.8546,125.4892,126.5568,126.5568,49050842
2023-02-13,GOOGL,126.5568,126.6883,124.7151,125.1915,125.1915,46194324
2023-02-14,GOOGL,125.1915,127.5346,124.2027,126.5192,126.5192,2860981
2023-02-15,GOOGL,126.5192,127.4394,125.8031,126.1859,126.1859,20736959
2023-02-16,GOOGL,126.1859,126.434,125.3316,125.4268,125.4268,34894208
2023-02-17,GOOGL,125.4268,128.5202,124.9206,128.2072,128.2072,28139261
2023-02-20,GOOGL,128.2072,128.4686,127.4285,128.389,128.389,39384433
2023-02-21,GOOGL,128.389,129.8939,127.4315,129.8667,129.8667,34935123
2023-02-22,GOOGL,129.8667,132.5118,129.6964,132.3814,132.3814,3318886
2023-02-23,GOOGL,132.3814,133.4936,131.9713,132.0231,132.0231,2985824
2023-02-24,GOOGL,132.0231,132.3265,130.4239,131.2198,131.2198,27544650
2023-02-27,GOOGL,131.2198,131.9402,128.7679,129.6057,129.6057,40948019
2023-02-28,GOOGL,129.6057,130.5999,128.211,129.8531,129.8531,22639271
2023-03-01,GOOGL,129.8531,129.9447,128.6561,129.0247,129.0247,10708902
2023-03-02,GOOGL,129.0247,130.6087,128.3813,130.4301,130.4301,42797312
2023-03-03,GOOGL,130.4301,134.2248,129.1488,133.8751,133.8751,10401126
2023-03-06,GOOGL,133.8751,136.9097,132.1273,135.6846,135.6846,29689890
2023-03-07,GOOGL,135.6846,138.747,134.9647,138.7284,138.7284,39315318
2023-03-08,GOOGL,138.7284,139.1625,137.122,137.2958,137.2958,23684563
2023-03-09,GOOGL,137.2958,138.8459,135.8102,138.1992,138.1992,35475775
